"cohort","subtype","bootstrap","model","metric","value"
"Spatial validation cohort","IDHmut-intact",66,"3D-ViT","iauc",0.6991938788585873
"Spatial validation cohort","IDHmut-intact",67,"3D-ViT","iauc",0.7083013954592984
"Spatial validation cohort","IDHmut-intact",68,"3D-ViT","iauc",0.7308237327605368
"Spatial validation cohort","IDHmut-intact",69,"3D-ViT","iauc",0.6734103313008613
"Spatial validation cohort","IDHmut-intact",70,"3D-ViT","iauc",0.6890199750620776
"Spatial validation cohort","IDHmut-intact",71,"3D-ViT","iauc",0.6221956483074548
"Spatial validation cohort","IDHmut-intact",72,"3D-ViT","iauc",0.7126476686724014
"Spatial validation cohort","IDHmut-intact",73,"3D-ViT","iauc",0.6828975917269576
"Spatial validation cohort","IDHmut-intact",74,"3D-ViT","iauc",0.6383796196873971
"Spatial validation cohort","IDHmut-intact",75,"3D-ViT","iauc",0.6960140361024217
"Spatial validation cohort","IDHmut-intact",76,"3D-ViT","iauc",0.7149270806977357
"Spatial validation cohort","IDHmut-intact",77,"3D-ViT","iauc",0.7140642901592754
"Spatial validation cohort","IDHmut-intact",78,"3D-ViT","iauc",0.6629994860677243
"Spatial validation cohort","IDHmut-intact",79,"3D-ViT","iauc",0.6773797664031133
"Spatial validation cohort","IDHmut-intact",80,"3D-ViT","iauc",0.7381910371004763
"Spatial validation cohort","IDHmut-intact",81,"3D-ViT","iauc",0.7075181575926046
"Spatial validation cohort","IDHmut-intact",82,"3D-ViT","iauc",0.7896936034106417
"Spatial validation cohort","IDHmut-intact",83,"3D-ViT","iauc",0.6655018278796967
"Spatial validation cohort","IDHmut-intact",84,"3D-ViT","iauc",0.7233458119180391
"Spatial validation cohort","IDHmut-intact",85,"3D-ViT","iauc",0.7014681877935495
"Spatial validation cohort","IDHmut-intact",86,"3D-ViT","iauc",0.6935662848468029
"Spatial validation cohort","IDHmut-intact",87,"3D-ViT","iauc",0.7462829602260349
"Spatial validation cohort","IDHmut-intact",88,"3D-ViT","iauc",0.6876081531529257
"Spatial validation cohort","IDHmut-intact",89,"3D-ViT","iauc",0.6154616110303659
"Spatial validation cohort","IDHmut-intact",90,"3D-ViT","iauc",0.6987379552139783
"Spatial validation cohort","IDHmut-intact",91,"3D-ViT","iauc",0.6972456254774222
"Spatial validation cohort","IDHmut-intact",92,"3D-ViT","iauc",0.6545036142225341
"Spatial validation cohort","IDHmut-intact",93,"3D-ViT","iauc",0.6396741144472513
"Spatial validation cohort","IDHmut-intact",94,"3D-ViT","iauc",0.7302416193970293
"Spatial validation cohort","IDHmut-intact",95,"3D-ViT","iauc",0.6930880322733327
"Spatial validation cohort","IDHmut-intact",96,"3D-ViT","iauc",0.7314119883618829
"Spatial validation cohort","IDHmut-intact",97,"3D-ViT","iauc",0.6988108761339877
"Spatial validation cohort","IDHmut-intact",98,"3D-ViT","iauc",0.6619529172179697
"Spatial validation cohort","IDHmut-intact",99,"3D-ViT","iauc",0.7071573479588477
"Spatial validation cohort","IDHmut-intact",100,"3D-ViT","iauc",0.6909500176294604
"Spatial validation cohort","IDHmut-intact",1,"CR-ViT","iauc",0.7594256363210579
"Spatial validation cohort","IDHmut-intact",2,"CR-ViT","iauc",0.7711112194627694
"Spatial validation cohort","IDHmut-intact",3,"CR-ViT","iauc",0.7589499528948674
"Spatial validation cohort","IDHmut-intact",4,"CR-ViT","iauc",0.7930932878367201
"Spatial validation cohort","IDHmut-intact",5,"CR-ViT","iauc",0.797041445458066
"Spatial validation cohort","IDHmut-intact",6,"CR-ViT","iauc",0.7505716530847505
"Spatial validation cohort","IDHmut-intact",7,"CR-ViT","iauc",0.7121039529301636
"Spatial validation cohort","IDHmut-intact",8,"CR-ViT","iauc",0.7723575214445015
"Spatial validation cohort","IDHmut-intact",9,"CR-ViT","iauc",0.7376521362104118
"Spatial validation cohort","IDHmut-intact",10,"CR-ViT","iauc",0.730287226315881
"Spatial validation cohort","IDHmut-intact",11,"CR-ViT","iauc",0.7188510384233254
"Spatial validation cohort","IDHmut-intact",12,"CR-ViT","iauc",0.7934407944954991
"Spatial validation cohort","IDHmut-intact",13,"CR-ViT","iauc",0.7920895073826278
"Spatial validation cohort","IDHmut-intact",14,"CR-ViT","iauc",0.8345371242015841
"Spatial validation cohort","IDHmut-intact",15,"CR-ViT","iauc",0.7639239657465882
"Spatial validation cohort","IDHmut-intact",16,"CR-ViT","iauc",0.7130746688165898
"Spatial validation cohort","IDHmut-intact",17,"CR-ViT","iauc",0.777392773402571
"Spatial validation cohort","IDHmut-intact",18,"CR-ViT","iauc",0.7099722623739789
"Spatial validation cohort","IDHmut-intact",19,"CR-ViT","iauc",0.7728044647276685
"Spatial validation cohort","IDHmut-intact",20,"CR-ViT","iauc",0.7648974799063133
"Spatial validation cohort","IDHmut-intact",21,"CR-ViT","iauc",0.7252010853687929
"Spatial validation cohort","IDHmut-intact",22,"CR-ViT","iauc",0.7179218367473325
"Spatial validation cohort","IDHmut-intact",23,"CR-ViT","iauc",0.7460545061335506
"Spatial validation cohort","IDHmut-intact",24,"CR-ViT","iauc",0.7159732971730922
"Spatial validation cohort","IDHmut-intact",25,"CR-ViT","iauc",0.8184231534412525
"Spatial validation cohort","IDHmut-intact",26,"CR-ViT","iauc",0.7846162107915957
"Spatial validation cohort","IDHmut-intact",27,"CR-ViT","iauc",0.8008249079944177
"Spatial validation cohort","IDHmut-intact",28,"CR-ViT","iauc",0.8030296704133943
"Spatial validation cohort","IDHmut-intact",29,"CR-ViT","iauc",0.7871490101821466
"Spatial validation cohort","IDHmut-intact",30,"CR-ViT","iauc",0.7785365519820366
"Spatial validation cohort","IDHmut-intact",31,"CR-ViT","iauc",0.7230604864942547
"Spatial validation cohort","IDHmut-intact",32,"CR-ViT","iauc",0.7612608616274417
"Spatial validation cohort","IDHmut-intact",33,"CR-ViT","iauc",0.761630363121306
"Spatial validation cohort","IDHmut-intact",34,"CR-ViT","iauc",0.785802138997602
"Spatial validation cohort","IDHmut-intact",35,"CR-ViT","iauc",0.7269700319761532
"Spatial validation cohort","IDHmut-intact",36,"CR-ViT","iauc",0.772963338834092
"Spatial validation cohort","IDHmut-intact",37,"CR-ViT","iauc",0.7997584171620598
"Spatial validation cohort","IDHmut-intact",38,"CR-ViT","iauc",0.7564112077478022
"Spatial validation cohort","IDHmut-intact",39,"CR-ViT","iauc",0.8007801776779104
"Spatial validation cohort","IDHmut-intact",40,"CR-ViT","iauc",0.7659327629991011
"Spatial validation cohort","IDHmut-intact",41,"CR-ViT","iauc",0.732253465161811
"Spatial validation cohort","IDHmut-intact",42,"CR-ViT","iauc",0.7393283483573456
"Spatial validation cohort","IDHmut-intact",43,"CR-ViT","iauc",0.6980225464016314
"Spatial validation cohort","IDHmut-intact",44,"CR-ViT","iauc",0.7139137568542026
"Spatial validation cohort","IDHmut-intact",45,"CR-ViT","iauc",0.7568016506651427
"Spatial validation cohort","IDHmut-intact",46,"CR-ViT","iauc",0.7881185793005866
"Spatial validation cohort","IDHmut-intact",47,"CR-ViT","iauc",0.7024797489382255
"Spatial validation cohort","IDHmut-intact",48,"CR-ViT","iauc",0.7510128480066176
"Spatial validation cohort","IDHmut-intact",49,"CR-ViT","iauc",0.7539091681086791
"Spatial validation cohort","IDHmut-intact",50,"CR-ViT","iauc",0.7966297097901951
"Spatial validation cohort","IDHmut-intact",51,"CR-ViT","iauc",0.8112221861334262
"Spatial validation cohort","IDHmut-intact",52,"CR-ViT","iauc",0.7496427075175777
"Spatial validation cohort","IDHmut-intact",53,"CR-ViT","iauc",0.6927708876182889
"Spatial validation cohort","IDHmut-intact",54,"CR-ViT","iauc",0.7672480618697314
"Spatial validation cohort","IDHmut-intact",55,"CR-ViT","iauc",0.7316849181901186
"Spatial validation cohort","IDHmut-intact",56,"CR-ViT","iauc",0.6863414847723402
"Spatial validation cohort","IDHmut-intact",57,"CR-ViT","iauc",0.6754276043525842
"Spatial validation cohort","IDHmut-intact",58,"CR-ViT","iauc",0.69937322990881
"Spatial validation cohort","IDHmut-intact",59,"CR-ViT","iauc",0.7769030794791127
"Spatial validation cohort","IDHmut-intact",60,"CR-ViT","iauc",0.7537534596078149
"Spatial validation cohort","IDHmut-intact",61,"CR-ViT","iauc",0.7637028191171535
"Spatial validation cohort","IDHmut-intact",62,"CR-ViT","iauc",0.6580015169839801
"Spatial validation cohort","IDHmut-intact",63,"CR-ViT","iauc",0.7925319926383111
"Spatial validation cohort","IDHmut-intact",64,"CR-ViT","iauc",0.812446055465918
"Spatial validation cohort","IDHmut-intact",65,"CR-ViT","iauc",0.6458173480899271
"Spatial validation cohort","IDHmut-intact",66,"CR-ViT","iauc",0.7795586280946423
"Spatial validation cohort","IDHmut-intact",67,"CR-ViT","iauc",0.7417286003378308
"Spatial validation cohort","IDHmut-intact",68,"CR-ViT","iauc",0.7885061145706673
"Spatial validation cohort","IDHmut-intact",69,"CR-ViT","iauc",0.7164482845787757
"Spatial validation cohort","IDHmut-intact",70,"CR-ViT","iauc",0.75002572749014
"Spatial validation cohort","IDHmut-intact",71,"CR-ViT","iauc",0.6867164558615461
"Spatial validation cohort","IDHmut-intact",72,"CR-ViT","iauc",0.7821872512971607
"Spatial validation cohort","IDHmut-intact",73,"CR-ViT","iauc",0.7552576297924839
"Spatial validation cohort","IDHmut-intact",74,"CR-ViT","iauc",0.7321799728486664
"Spatial validation cohort","IDHmut-intact",75,"CR-ViT","iauc",0.781682952559232
"Spatial validation cohort","IDHmut-intact",76,"CR-ViT","iauc",0.7512285603968308
"Spatial validation cohort","IDHmut-intact",77,"CR-ViT","iauc",0.7816932865036132
"Spatial validation cohort","IDHmut-intact",78,"CR-ViT","iauc",0.7154943096320875
"Spatial validation cohort","IDHmut-intact",79,"CR-ViT","iauc",0.7043135965911733
"Spatial validation cohort","IDHmut-intact",80,"CR-ViT","iauc",0.8341381690311631
"Spatial validation cohort","IDHmut-intact",81,"CR-ViT","iauc",0.7846671742233936
"Spatial validation cohort","IDHmut-intact",82,"CR-ViT","iauc",0.7916608626572427
"Spatial validation cohort","IDHmut-intact",83,"CR-ViT","iauc",0.7358495960309556
"Spatial validation cohort","IDHmut-intact",84,"CR-ViT","iauc",0.7963328760575266
"Spatial validation cohort","IDHmut-intact",85,"CR-ViT","iauc",0.7609651622883895
"Spatial validation cohort","IDHmut-intact",86,"CR-ViT","iauc",0.7510954785113816
"Spatial validation cohort","IDHmut-intact",87,"CR-ViT","iauc",0.7779325362789853
"Spatial validation cohort","IDHmut-intact",88,"CR-ViT","iauc",0.7481277713794477
"Spatial validation cohort","IDHmut-intact",89,"CR-ViT","iauc",0.7022184121462093
"Spatial validation cohort","IDHmut-intact",90,"CR-ViT","iauc",0.7795870011754684
"Spatial validation cohort","IDHmut-intact",91,"CR-ViT","iauc",0.7746653705309275
"Spatial validation cohort","IDHmut-intact",92,"CR-ViT","iauc",0.72003934958051
"Spatial validation cohort","IDHmut-intact",93,"CR-ViT","iauc",0.7637719333843234
"Spatial validation cohort","IDHmut-intact",94,"CR-ViT","iauc",0.7953164595175812
"Spatial validation cohort","IDHmut-intact",95,"CR-ViT","iauc",0.7166848558881804
"Spatial validation cohort","IDHmut-intact",96,"CR-ViT","iauc",0.8295402080714551
"Spatial validation cohort","IDHmut-intact",97,"CR-ViT","iauc",0.7652812032725228
"Spatial validation cohort","IDHmut-intact",98,"CR-ViT","iauc",0.7687337650160233
"Spatial validation cohort","IDHmut-intact",99,"CR-ViT","iauc",0.7381066603706951
"Spatial validation cohort","IDHmut-intact",100,"CR-ViT","iauc",0.717170661104123
"Spatial validation cohort","IDHmut-intact",1,"3D-CNN","ibs",0.16450064390759303
"Spatial validation cohort","IDHmut-intact",2,"3D-CNN","ibs",0.15197617904405547
"Spatial validation cohort","IDHmut-intact",3,"3D-CNN","ibs",0.13315933284363426
"Spatial validation cohort","IDHmut-intact",4,"3D-CNN","ibs",0.1576998031202629
"Spatial validation cohort","IDHmut-intact",5,"3D-CNN","ibs",0.1386526645012426
"Spatial validation cohort","IDHmut-intact",6,"3D-CNN","ibs",0.15041996806910365
"Spatial validation cohort","IDHmut-intact",7,"3D-CNN","ibs",0.16223328659336805
"Spatial validation cohort","IDHmut-intact",8,"3D-CNN","ibs",0.13797774483595948
"Spatial validation cohort","IDHmut-intact",9,"3D-CNN","ibs",0.1779605061114307
"Spatial validation cohort","IDHmut-intact",10,"3D-CNN","ibs",0.15379943404168286
"Spatial validation cohort","IDHmut-intact",11,"3D-CNN","ibs",0.13882282345811478
"Spatial validation cohort","IDHmut-intact",12,"3D-CNN","ibs",0.14769924473088292
"Spatial validation cohort","IDHmut-intact",13,"3D-CNN","ibs",0.16252676262289564
"Spatial validation cohort","IDHmut-intact",14,"3D-CNN","ibs",0.137884504409672
"Spatial validation cohort","IDHmut-intact",15,"3D-CNN","ibs",0.14548587111171452
"Spatial validation cohort","IDHmut-intact",16,"3D-CNN","ibs",0.158585663064662
"Spatial validation cohort","IDHmut-intact",17,"3D-CNN","ibs",0.14629064069409153
"Spatial validation cohort","IDHmut-intact",18,"3D-CNN","ibs",0.15535016230207568
"Spatial validation cohort","IDHmut-intact",19,"3D-CNN","ibs",0.163904640281063
"Spatial validation cohort","IDHmut-intact",20,"3D-CNN","ibs",0.15701019099706418
"Spatial validation cohort","IDHmut-intact",21,"3D-CNN","ibs",0.14637671383490178
"Spatial validation cohort","IDHmut-intact",22,"3D-CNN","ibs",0.15190107881528636
"Spatial validation cohort","IDHmut-intact",23,"3D-CNN","ibs",0.17185100743914195
"Spatial validation cohort","IDHmut-intact",24,"3D-CNN","ibs",0.17417656146590213
"Spatial validation cohort","IDHmut-intact",25,"3D-CNN","ibs",0.14028575332458304
"Spatial validation cohort","IDHmut-intact",26,"3D-CNN","ibs",0.15800771162390465
"Spatial validation cohort","IDHmut-intact",27,"3D-CNN","ibs",0.1379121399365997
"Spatial validation cohort","IDHmut-intact",28,"3D-CNN","ibs",0.1547883865183073
"Spatial validation cohort","IDHmut-intact",29,"3D-CNN","ibs",0.13502203700537005
"Spatial validation cohort","IDHmut-intact",30,"3D-CNN","ibs",0.13899178608597204
"Spatial validation cohort","IDHmut-intact",31,"3D-CNN","ibs",0.15670639266566072
"Spatial validation cohort","IDHmut-intact",32,"3D-CNN","ibs",0.1335018254038891
"Spatial validation cohort","IDHmut-intact",33,"3D-CNN","ibs",0.15465114096241983
"Spatial validation cohort","IDHmut-intact",34,"3D-CNN","ibs",0.1589248690354999
"Spatial validation cohort","IDHmut-intact",35,"3D-CNN","ibs",0.17025709873295558
"Spatial validation cohort","IDHmut-intact",36,"3D-CNN","ibs",0.15308044838748955
"Spatial validation cohort","IDHmut-intact",37,"3D-CNN","ibs",0.13638676564933114
"Spatial validation cohort","IDHmut-intact",38,"3D-CNN","ibs",0.1660651679655834
"Spatial validation cohort","IDHmut-intact",39,"3D-CNN","ibs",0.13310793082278977
"Spatial validation cohort","IDHmut-intact",40,"3D-CNN","ibs",0.13663639325900157
"Spatial validation cohort","IDHmut-intact",41,"3D-CNN","ibs",0.16116823726314097
"Spatial validation cohort","IDHmut-intact",42,"3D-CNN","ibs",0.15908257994772151
"Spatial validation cohort","IDHmut-intact",43,"3D-CNN","ibs",0.14842482481583255
"Spatial validation cohort","IDHmut-intact",44,"3D-CNN","ibs",0.14887280191419336
"Spatial validation cohort","IDHmut-intact",45,"3D-CNN","ibs",0.15329212436572523
"Spatial validation cohort","IDHmut-intact",46,"3D-CNN","ibs",0.16242862376313946
"Spatial validation cohort","IDHmut-intact",47,"3D-CNN","ibs",0.1449791700745271
"Spatial validation cohort","IDHmut-intact",48,"3D-CNN","ibs",0.15866750808463218
"Spatial validation cohort","IDHmut-intact",49,"3D-CNN","ibs",0.15305277119292246
"Spatial validation cohort","IDHmut-intact",50,"3D-CNN","ibs",0.14462163028133057
"Spatial validation cohort","IDHmut-intact",51,"3D-CNN","ibs",0.15141944740015562
"Spatial validation cohort","IDHmut-intact",52,"3D-CNN","ibs",0.15558949156331922
"Spatial validation cohort","IDHmut-intact",53,"3D-CNN","ibs",0.15515749919758934
"Spatial validation cohort","IDHmut-intact",54,"3D-CNN","ibs",0.13922988314723886
"Spatial validation cohort","IDHmut-intact",55,"3D-CNN","ibs",0.16598214538424777
"Spatial validation cohort","IDHmut-intact",56,"3D-CNN","ibs",0.14625516236238473
"Spatial validation cohort","IDHmut-intact",57,"3D-CNN","ibs",0.16723918678340768
"Spatial validation cohort","IDHmut-intact",58,"3D-CNN","ibs",0.15681953963074913
"Spatial validation cohort","IDHmut-intact",59,"3D-CNN","ibs",0.15673702374825085
"Spatial validation cohort","IDHmut-intact",60,"3D-CNN","ibs",0.15780204040708007
"Spatial validation cohort","IDHmut-intact",61,"3D-CNN","ibs",0.13908141175451127
"Spatial validation cohort","IDHmut-intact",62,"3D-CNN","ibs",0.15443108681960777
"Spatial validation cohort","IDHmut-intact",63,"3D-CNN","ibs",0.16407088163879868
"Spatial validation cohort","IDHmut-intact",64,"3D-CNN","ibs",0.15544752180163546
"Spatial validation cohort","IDHmut-intact",65,"3D-CNN","ibs",0.16703972151904392
"Spatial validation cohort","IDHmut-intact",66,"3D-CNN","ibs",0.14060987682971984
"Spatial validation cohort","IDHmut-intact",67,"3D-CNN","ibs",0.16356893889812946
"Spatial validation cohort","IDHmut-intact",68,"3D-CNN","ibs",0.15402328004373256
"Spatial validation cohort","IDHmut-intact",69,"3D-CNN","ibs",0.16715196762018172
"Spatial validation cohort","IDHmut-intact",70,"3D-CNN","ibs",0.13200231262171594
"Spatial validation cohort","IDHmut-intact",71,"3D-CNN","ibs",0.15592930422938894
"Spatial validation cohort","IDHmut-intact",72,"3D-CNN","ibs",0.161464332692415
"Spatial validation cohort","IDHmut-intact",73,"3D-CNN","ibs",0.1639850644854749
"Spatial validation cohort","IDHmut-intact",74,"3D-CNN","ibs",0.15174003168667696
"Spatial validation cohort","IDHmut-intact",75,"3D-CNN","ibs",0.17170452931574967
"Spatial validation cohort","IDHmut-intact",76,"3D-CNN","ibs",0.16283010995757113
"Spatial validation cohort","IDHmut-intact",77,"3D-CNN","ibs",0.13738088965697007
"Spatial validation cohort","IDHmut-intact",78,"3D-CNN","ibs",0.18115773117978018
"Spatial validation cohort","IDHmut-intact",79,"3D-CNN","ibs",0.1415389113401565
"Spatial validation cohort","IDHmut-intact",80,"3D-CNN","ibs",0.12498817309623315
"Spatial validation cohort","IDHmut-intact",81,"3D-CNN","ibs",0.13855394732871015
"Spatial validation cohort","IDHmut-intact",82,"3D-CNN","ibs",0.128523948209797
"Spatial validation cohort","IDHmut-intact",83,"3D-CNN","ibs",0.1614623954479484
