"cohort","subtype","bootstrap","model","metric","value"
"Temporal validation cohort","IDHmut-intact",45,"3D-ViT","cindex",0.6643952299829642
"Temporal validation cohort","IDHmut-intact",46,"3D-ViT","cindex",0.6439828080229226
"Temporal validation cohort","IDHmut-intact",47,"3D-ViT","cindex",0.6874147339699863
"Temporal validation cohort","IDHmut-intact",48,"3D-ViT","cindex",0.6268679019725045
"Temporal validation cohort","IDHmut-intact",49,"3D-ViT","cindex",0.6909538894755368
"Temporal validation cohort","IDHmut-intact",50,"3D-ViT","cindex",0.7052225727304592
"Temporal validation cohort","IDHmut-intact",51,"3D-ViT","cindex",0.6442953020134228
"Temporal validation cohort","IDHmut-intact",52,"3D-ViT","cindex",0.5744865490309516
"Temporal validation cohort","IDHmut-intact",53,"3D-ViT","cindex",0.6380443714050945
"Temporal validation cohort","IDHmut-intact",54,"3D-ViT","cindex",0.6935594381637546
"Temporal validation cohort","IDHmut-intact",55,"3D-ViT","cindex",0.832441333882256
"Temporal validation cohort","IDHmut-intact",56,"3D-ViT","cindex",0.6013425016371972
"Temporal validation cohort","IDHmut-intact",57,"3D-ViT","cindex",0.7490394690883688
"Temporal validation cohort","IDHmut-intact",58,"3D-ViT","cindex",0.7426844783715013
"Temporal validation cohort","IDHmut-intact",59,"3D-ViT","cindex",0.7170878913617502
"Temporal validation cohort","IDHmut-intact",60,"3D-ViT","cindex",0.7100583090379009
"Temporal validation cohort","IDHmut-intact",61,"3D-ViT","cindex",0.5738700564971752
"Temporal validation cohort","IDHmut-intact",62,"3D-ViT","cindex",0.6918103448275862
"Temporal validation cohort","IDHmut-intact",63,"3D-ViT","cindex",0.6583592938733126
"Temporal validation cohort","IDHmut-intact",64,"3D-ViT","cindex",0.7343609697695301
"Temporal validation cohort","IDHmut-intact",65,"3D-ViT","cindex",0.7524895599100546
"Temporal validation cohort","IDHmut-intact",66,"3D-ViT","cindex",0.690843621399177
"Temporal validation cohort","IDHmut-intact",67,"3D-ViT","cindex",0.5714527027027028
"Temporal validation cohort","IDHmut-intact",68,"3D-ViT","cindex",0.6485600228115198
"Temporal validation cohort","IDHmut-intact",69,"3D-ViT","cindex",0.6258258258258258
"Temporal validation cohort","IDHmut-intact",70,"3D-ViT","cindex",0.6678195488721804
"Temporal validation cohort","IDHmut-intact",71,"3D-ViT","cindex",0.6471529110684581
"Temporal validation cohort","IDHmut-intact",72,"3D-ViT","cindex",0.8163731245923027
"Temporal validation cohort","IDHmut-intact",73,"3D-ViT","cindex",0.6852544910179641
"Temporal validation cohort","IDHmut-intact",74,"3D-ViT","cindex",0.7301144292492325
"Temporal validation cohort","IDHmut-intact",75,"3D-ViT","cindex",0.6897280966767372
"Temporal validation cohort","IDHmut-intact",76,"3D-ViT","cindex",0.6046115753636645
"Temporal validation cohort","IDHmut-intact",77,"3D-ViT","cindex",0.670593931568754
"Temporal validation cohort","IDHmut-intact",78,"3D-ViT","cindex",0.5500815660685154
"Temporal validation cohort","IDHmut-intact",79,"3D-ViT","cindex",0.6625885383129427
"Temporal validation cohort","IDHmut-intact",80,"3D-ViT","cindex",0.6888888888888889
"Temporal validation cohort","IDHmut-intact",81,"3D-ViT","cindex",0.6698861676440152
"Temporal validation cohort","IDHmut-intact",82,"3D-ViT","cindex",0.7406231967686093
"Temporal validation cohort","IDHmut-intact",83,"3D-ViT","cindex",0.68096
"Temporal validation cohort","IDHmut-intact",84,"3D-ViT","cindex",0.6919349796811504
"Temporal validation cohort","IDHmut-intact",85,"3D-ViT","cindex",0.718019680196802
"Temporal validation cohort","IDHmut-intact",86,"3D-ViT","cindex",0.6726394515425367
"Temporal validation cohort","IDHmut-intact",87,"3D-ViT","cindex",0.6889194769442533
"Temporal validation cohort","IDHmut-intact",88,"3D-ViT","cindex",0.7464046021093
"Temporal validation cohort","IDHmut-intact",89,"3D-ViT","cindex",0.7607238605898123
"Temporal validation cohort","IDHmut-intact",90,"3D-ViT","cindex",0.7597308112040742
"Temporal validation cohort","IDHmut-intact",91,"3D-ViT","cindex",0.7663879598662207
"Temporal validation cohort","IDHmut-intact",92,"3D-ViT","cindex",0.6339634941329857
"Temporal validation cohort","IDHmut-intact",93,"3D-ViT","cindex",0.6869443144595226
"Temporal validation cohort","IDHmut-intact",94,"3D-ViT","cindex",0.5999614791987673
"Temporal validation cohort","IDHmut-intact",95,"3D-ViT","cindex",0.7426523297491039
"Temporal validation cohort","IDHmut-intact",96,"3D-ViT","cindex",0.627147766323024
"Temporal validation cohort","IDHmut-intact",97,"3D-ViT","cindex",0.6896907216494845
"Temporal validation cohort","IDHmut-intact",98,"3D-ViT","cindex",0.7001416932341481
"Temporal validation cohort","IDHmut-intact",99,"3D-ViT","cindex",0.7100217076700435
"Temporal validation cohort","IDHmut-intact",100,"3D-ViT","cindex",0.6381673881673882
"Temporal validation cohort","IDHmut-intact",1,"CR-ViT","cindex",0.6723076923076923
"Temporal validation cohort","IDHmut-intact",2,"CR-ViT","cindex",0.6937254901960784
"Temporal validation cohort","IDHmut-intact",3,"CR-ViT","cindex",0.6712946893439777
"Temporal validation cohort","IDHmut-intact",4,"CR-ViT","cindex",0.7259008315368032
"Temporal validation cohort","IDHmut-intact",5,"CR-ViT","cindex",0.6949685534591195
"Temporal validation cohort","IDHmut-intact",6,"CR-ViT","cindex",0.6899830220713072
"Temporal validation cohort","IDHmut-intact",7,"CR-ViT","cindex",0.7410003185727939
"Temporal validation cohort","IDHmut-intact",8,"CR-ViT","cindex",0.7128172181175715
"Temporal validation cohort","IDHmut-intact",9,"CR-ViT","cindex",0.6912681912681913
"Temporal validation cohort","IDHmut-intact",10,"CR-ViT","cindex",0.8345098039215686
"Temporal validation cohort","IDHmut-intact",11,"CR-ViT","cindex",0.7372056514913657
"Temporal validation cohort","IDHmut-intact",12,"CR-ViT","cindex",0.7005484460694699
"Temporal validation cohort","IDHmut-intact",13,"CR-ViT","cindex",0.6512166859791425
"Temporal validation cohort","IDHmut-intact",14,"CR-ViT","cindex",0.6325546903967372
"Temporal validation cohort","IDHmut-intact",15,"CR-ViT","cindex",0.7222555488902219
"Temporal validation cohort","IDHmut-intact",16,"CR-ViT","cindex",0.6402640264026402
"Temporal validation cohort","IDHmut-intact",17,"CR-ViT","cindex",0.7387698686938493
"Temporal validation cohort","IDHmut-intact",18,"CR-ViT","cindex",0.6262568227520827
"Temporal validation cohort","IDHmut-intact",19,"CR-ViT","cindex",0.6993304930006087
"Temporal validation cohort","IDHmut-intact",20,"CR-ViT","cindex",0.7048004987531172
"Temporal validation cohort","IDHmut-intact",21,"CR-ViT","cindex",0.733268037871368
"Temporal validation cohort","IDHmut-intact",22,"CR-ViT","cindex",0.7564836645335129
"Temporal validation cohort","IDHmut-intact",23,"CR-ViT","cindex",0.7313538352774832
"Temporal validation cohort","IDHmut-intact",24,"CR-ViT","cindex",0.6302118933697881
"Temporal validation cohort","IDHmut-intact",25,"CR-ViT","cindex",0.6757105943152455
"Temporal validation cohort","IDHmut-intact",26,"CR-ViT","cindex",0.712428662016487
"Temporal validation cohort","IDHmut-intact",27,"CR-ViT","cindex",0.7677653462352585
"Temporal validation cohort","IDHmut-intact",28,"CR-ViT","cindex",0.7168879283729546
"Temporal validation cohort","IDHmut-intact",29,"CR-ViT","cindex",0.6625116858834528
"Temporal validation cohort","IDHmut-intact",30,"CR-ViT","cindex",0.6734248284466625
"Temporal validation cohort","IDHmut-intact",31,"CR-ViT","cindex",0.6513157894736842
"Temporal validation cohort","IDHmut-intact",32,"CR-ViT","cindex",0.7702287470126323
"Temporal validation cohort","IDHmut-intact",33,"CR-ViT","cindex",0.7025641025641025
"Temporal validation cohort","IDHmut-intact",34,"CR-ViT","cindex",0.686368778280543
"Temporal validation cohort","IDHmut-intact",35,"CR-ViT","cindex",0.6583717357910907
"Temporal validation cohort","IDHmut-intact",36,"CR-ViT","cindex",0.6621223286661754
"Temporal validation cohort","IDHmut-intact",37,"CR-ViT","cindex",0.6961918194640339
"Temporal validation cohort","IDHmut-intact",38,"CR-ViT","cindex",0.6735015772870663
"Temporal validation cohort","IDHmut-intact",39,"CR-ViT","cindex",0.6775449101796407
"Temporal validation cohort","IDHmut-intact",40,"CR-ViT","cindex",0.7036239684248295
"Temporal validation cohort","IDHmut-intact",41,"CR-ViT","cindex",0.6736
"Temporal validation cohort","IDHmut-intact",42,"CR-ViT","cindex",0.6451271186440678
"Temporal validation cohort","IDHmut-intact",43,"CR-ViT","cindex",0.7665198237885462
"Temporal validation cohort","IDHmut-intact",44,"CR-ViT","cindex",0.7053906024791006
"Temporal validation cohort","IDHmut-intact",45,"CR-ViT","cindex",0.6858603066439524
"Temporal validation cohort","IDHmut-intact",46,"CR-ViT","cindex",0.6891117478510029
"Temporal validation cohort","IDHmut-intact",47,"CR-ViT","cindex",0.7312414733969986
"Temporal validation cohort","IDHmut-intact",48,"CR-ViT","cindex",0.6649731022115959
"Temporal validation cohort","IDHmut-intact",49,"CR-ViT","cindex",0.7377683914114748
"Temporal validation cohort","IDHmut-intact",50,"CR-ViT","cindex",0.7153873116018227
"Temporal validation cohort","IDHmut-intact",51,"CR-ViT","cindex",0.6273401624867538
"Temporal validation cohort","IDHmut-intact",52,"CR-ViT","cindex",0.5750650853341047
"Temporal validation cohort","IDHmut-intact",53,"CR-ViT","cindex",0.6825527252807451
"Temporal validation cohort","IDHmut-intact",54,"CR-ViT","cindex",0.7372387804042481
"Temporal validation cohort","IDHmut-intact",55,"CR-ViT","cindex",0.8139151914368052
"Temporal validation cohort","IDHmut-intact",56,"CR-ViT","cindex",0.633267845448592
"Temporal validation cohort","IDHmut-intact",57,"CR-ViT","cindex",0.7474676912329724
"Temporal validation cohort","IDHmut-intact",58,"CR-ViT","cindex",0.7016539440203562
"Temporal validation cohort","IDHmut-intact",59,"CR-ViT","cindex",0.7627310448887212
"Temporal validation cohort","IDHmut-intact",60,"CR-ViT","cindex",0.7157434402332361
"Temporal validation cohort","IDHmut-intact",61,"CR-ViT","cindex",0.6155367231638418
"Temporal validation cohort","IDHmut-intact",62,"CR-ViT","cindex",0.7291114058355438
"Temporal validation cohort","IDHmut-intact",63,"CR-ViT","cindex",0.7043959847698166
"Temporal validation cohort","IDHmut-intact",64,"CR-ViT","cindex",0.7123615683926968
"Temporal validation cohort","IDHmut-intact",65,"CR-ViT","cindex",0.7751365242531321
"Temporal validation cohort","IDHmut-intact",66,"CR-ViT","cindex",0.7050754458161865
"Temporal validation cohort","IDHmut-intact",67,"CR-ViT","cindex",0.6449324324324324
"Temporal validation cohort","IDHmut-intact",68,"CR-ViT","cindex",0.6703735386370117
"Temporal validation cohort","IDHmut-intact",69,"CR-ViT","cindex",0.6843843843843844
"Temporal validation cohort","IDHmut-intact",70,"CR-ViT","cindex",0.6965413533834587
"Temporal validation cohort","IDHmut-intact",71,"CR-ViT","cindex",0.6516314779270633
"Temporal validation cohort","IDHmut-intact",72,"CR-ViT","cindex",0.7504892367906066
"Temporal validation cohort","IDHmut-intact",73,"CR-ViT","cindex",0.718562874251497
"Temporal validation cohort","IDHmut-intact",74,"CR-ViT","cindex",0.7220206530840079
"Temporal validation cohort","IDHmut-intact",75,"CR-ViT","cindex",0.6972809667673716
"Temporal validation cohort","IDHmut-intact",76,"CR-ViT","cindex",0.6645001547508511
"Temporal validation cohort","IDHmut-intact",77,"CR-ViT","cindex",0.7114267269205939
"Temporal validation cohort","IDHmut-intact",78,"CR-ViT","cindex",0.5709624796084829
"Temporal validation cohort","IDHmut-intact",79,"CR-ViT","cindex",0.6780424983902125
"Temporal validation cohort","IDHmut-intact",80,"CR-ViT","cindex",0.7122040072859745
"Temporal validation cohort","IDHmut-intact",81,"CR-ViT","cindex",0.6909279061745429
"Temporal validation cohort","IDHmut-intact",82,"CR-ViT","cindex",0.781592613964224
"Temporal validation cohort","IDHmut-intact",83,"CR-ViT","cindex",0.6771199999999999
"Temporal validation cohort","IDHmut-intact",84,"CR-ViT","cindex",0.7436698968427633
"Temporal validation cohort","IDHmut-intact",85,"CR-ViT","cindex",0.7727552275522755
"Temporal validation cohort","IDHmut-intact",86,"CR-ViT","cindex",0.7332502337176691
"Temporal validation cohort","IDHmut-intact",87,"CR-ViT","cindex",0.7105987611837578
"Temporal validation cohort","IDHmut-intact",88,"CR-ViT","cindex",0.7542345797379355
"Temporal validation cohort","IDHmut-intact",89,"CR-ViT","cindex",0.7634048257372654
"Temporal validation cohort","IDHmut-intact",90,"CR-ViT","cindex",0.7675518370316479
"Temporal validation cohort","IDHmut-intact",91,"CR-ViT","cindex",0.7625418060200668
"Temporal validation cohort","IDHmut-intact",92,"CR-ViT","cindex",0.6958930899608866
"Temporal validation cohort","IDHmut-intact",93,"CR-ViT","cindex",0.6920917173607861
"Temporal validation cohort","IDHmut-intact",94,"CR-ViT","cindex",0.7072419106317411
"Temporal validation cohort","IDHmut-intact",95,"CR-ViT","cindex",0.7118279569892473
"Temporal validation cohort","IDHmut-intact",96,"CR-ViT","cindex",0.6884306987399771
"Temporal validation cohort","IDHmut-intact",97,"CR-ViT","cindex",0.7225331369661266
"Temporal validation cohort","IDHmut-intact",98,"CR-ViT","cindex",0.7371590506553312
"Temporal validation cohort","IDHmut-intact",99,"CR-ViT","cindex",0.7478292329956584
"Temporal validation cohort","IDHmut-intact",100,"CR-ViT","cindex",0.6381673881673882
"Temporal validation cohort","IDHmut-intact",1,"3D-CNN","iauc",0.643854853940798
"Temporal validation cohort","IDHmut-intact",2,"3D-CNN","iauc",0.6523683059274359
"Temporal validation cohort","IDHmut-intact",3,"3D-CNN","iauc",0.5747590007794303
"Temporal validation cohort","IDHmut-intact",4,"3D-CNN","iauc",0.6526206201469252
"Temporal validation cohort","IDHmut-intact",5,"3D-CNN","iauc",0.5999488961109714
"Temporal validation cohort","IDHmut-intact",6,"3D-CNN","iauc",0.5946545041981481
"Temporal validation cohort","IDHmut-intact",7,"3D-CNN","iauc",0.6805155385607404
"Temporal validation cohort","IDHmut-intact",8,"3D-CNN","iauc",0.6942629031274238
"Temporal validation cohort","IDHmut-intact",9,"3D-CNN","iauc",0.5826860602479227
"Temporal validation cohort","IDHmut-intact",10,"3D-CNN","iauc",0.7394645101134639
"Temporal validation cohort","IDHmut-intact",11,"3D-CNN","iauc",0.622714033878611
"Temporal validation cohort","IDHmut-intact",12,"3D-CNN","iauc",0.6165081117064779
"Temporal validation cohort","IDHmut-intact",13,"3D-CNN","iauc",0.6629108153910569
"Temporal validation cohort","IDHmut-intact",14,"3D-CNN","iauc",0.5927686473583449
"Temporal validation cohort","IDHmut-intact",15,"3D-CNN","iauc",0.6881559183905187
"Temporal validation cohort","IDHmut-intact",16,"3D-CNN","iauc",0.5313663365187103
"Temporal validation cohort","IDHmut-intact",17,"3D-CNN","iauc",0.7424245173688205
"Temporal validation cohort","IDHmut-intact",18,"3D-CNN","iauc",0.6143231969760534
"Temporal validation cohort","IDHmut-intact",19,"3D-CNN","iauc",0.5818139720632819
"Temporal validation cohort","IDHmut-intact",20,"3D-CNN","iauc",0.6608584128411942
"Temporal validation cohort","IDHmut-intact",21,"3D-CNN","iauc",0.7685086942946605
"Temporal validation cohort","IDHmut-intact",22,"3D-CNN","iauc",0.67823166377834
"Temporal validation cohort","IDHmut-intact",23,"3D-CNN","iauc",0.6590940706317167
"Temporal validation cohort","IDHmut-intact",24,"3D-CNN","iauc",0.5973644989026617
"Temporal validation cohort","IDHmut-intact",25,"3D-CNN","iauc",0.5616288444375601
"Temporal validation cohort","IDHmut-intact",26,"3D-CNN","iauc",0.63596354820098
"Temporal validation cohort","IDHmut-intact",27,"3D-CNN","iauc",0.6178729971348432
"Temporal validation cohort","IDHmut-intact",28,"3D-CNN","iauc",0.6607281850576077
"Temporal validation cohort","IDHmut-intact",29,"3D-CNN","iauc",0.6037446487083087
"Temporal validation cohort","IDHmut-intact",30,"3D-CNN","iauc",0.5950473588106763
"Temporal validation cohort","IDHmut-intact",31,"3D-CNN","iauc",0.5347580404398046
"Temporal validation cohort","IDHmut-intact",32,"3D-CNN","iauc",0.6893952096089265
"Temporal validation cohort","IDHmut-intact",33,"3D-CNN","iauc",0.6496073568371666
"Temporal validation cohort","IDHmut-intact",34,"3D-CNN","iauc",0.6439313094272787
"Temporal validation cohort","IDHmut-intact",35,"3D-CNN","iauc",0.5978836649901776
"Temporal validation cohort","IDHmut-intact",36,"3D-CNN","iauc",0.5672612161843117
"Temporal validation cohort","IDHmut-intact",37,"3D-CNN","iauc",0.612809859992004
"Temporal validation cohort","IDHmut-intact",38,"3D-CNN","iauc",0.5703414489226282
"Temporal validation cohort","IDHmut-intact",39,"3D-CNN","iauc",0.644945946689838
"Temporal validation cohort","IDHmut-intact",40,"3D-CNN","iauc",0.7231573247573279
"Temporal validation cohort","IDHmut-intact",41,"3D-CNN","iauc",0.663078131732305
"Temporal validation cohort","IDHmut-intact",42,"3D-CNN","iauc",0.5595190665073371
"Temporal validation cohort","IDHmut-intact",43,"3D-CNN","iauc",0.6397298732358528
"Temporal validation cohort","IDHmut-intact",44,"3D-CNN","iauc",0.5960166757047143
"Temporal validation cohort","IDHmut-intact",45,"3D-CNN","iauc",0.6387433278987074
"Temporal validation cohort","IDHmut-intact",46,"3D-CNN","iauc",0.6301028389480475
"Temporal validation cohort","IDHmut-intact",47,"3D-CNN","iauc",0.6070743232296902
"Temporal validation cohort","IDHmut-intact",48,"3D-CNN","iauc",0.5952177947261447
"Temporal validation cohort","IDHmut-intact",49,"3D-CNN","iauc",0.7013486070553049
"Temporal validation cohort","IDHmut-intact",50,"3D-CNN","iauc",0.7231478405734652
"Temporal validation cohort","IDHmut-intact",51,"3D-CNN","iauc",0.5835167704946156
"Temporal validation cohort","IDHmut-intact",52,"3D-CNN","iauc",0.5122914208076549
"Temporal validation cohort","IDHmut-intact",53,"3D-CNN","iauc",0.5843963567137561
"Temporal validation cohort","IDHmut-intact",54,"3D-CNN","iauc",0.6564833445751612
"Temporal validation cohort","IDHmut-intact",55,"3D-CNN","iauc",0.7815496037794725
"Temporal validation cohort","IDHmut-intact",56,"3D-CNN","iauc",0.5452570212529962
"Temporal validation cohort","IDHmut-intact",57,"3D-CNN","iauc",0.7003607159650412
"Temporal validation cohort","IDHmut-intact",58,"3D-CNN","iauc",0.7108385978687317
"Temporal validation cohort","IDHmut-intact",59,"3D-CNN","iauc",0.6691997788806722
"Temporal validation cohort","IDHmut-intact",60,"3D-CNN","iauc",0.699321234733867
"Temporal validation cohort","IDHmut-intact",61,"3D-CNN","iauc",0.5540048608693522
"Temporal validation cohort","IDHmut-intact",62,"3D-CNN","iauc",0.6319440738961171
"Temporal validation cohort","IDHmut-intact",63,"3D-CNN","iauc",0.5574225855171142
"Temporal validation cohort","IDHmut-intact",64,"3D-CNN","iauc",0.685933356385309
"Temporal validation cohort","IDHmut-intact",65,"3D-CNN","iauc",0.6761618385323905
"Temporal validation cohort","IDHmut-intact",66,"3D-CNN","iauc",0.6501904459565612
"Temporal validation cohort","IDHmut-intact",67,"3D-CNN","iauc",0.5015590433176808
"Temporal validation cohort","IDHmut-intact",68,"3D-CNN","iauc",0.5925057789213887
"Temporal validation cohort","IDHmut-intact",69,"3D-CNN","iauc",0.5622528767534749
"Temporal validation cohort","IDHmut-intact",70,"3D-CNN","iauc",0.6450085134819946
"Temporal validation cohort","IDHmut-intact",71,"3D-CNN","iauc",0.6477061210494545
"Temporal validation cohort","IDHmut-intact",72,"3D-CNN","iauc",0.7505076500282251
"Temporal validation cohort","IDHmut-intact",73,"3D-CNN","iauc",0.6727913315182926
"Temporal validation cohort","IDHmut-intact",74,"3D-CNN","iauc",0.7193036797025381
"Temporal validation cohort","IDHmut-intact",75,"3D-CNN","iauc",0.6842695863008722
"Temporal validation cohort","IDHmut-intact",76,"3D-CNN","iauc",0.572054652514057
"Temporal validation cohort","IDHmut-intact",77,"3D-CNN","iauc",0.6767999257185069
"Temporal validation cohort","IDHmut-intact",78,"3D-CNN","iauc",0.4837957262896377
"Temporal validation cohort","IDHmut-intact",79,"3D-CNN","iauc",0.6155403593054936
"Temporal validation cohort","IDHmut-intact",80,"3D-CNN","iauc",0.630816704910726
"Temporal validation cohort","IDHmut-intact",81,"3D-CNN","iauc",0.6392099765691619
"Temporal validation cohort","IDHmut-intact",82,"3D-CNN","iauc",0.6992156844947016
"Temporal validation cohort","IDHmut-intact",83,"3D-CNN","iauc",0.6509589294963171
"Temporal validation cohort","IDHmut-intact",84,"3D-CNN","iauc",0.6901818974515276
"Temporal validation cohort","IDHmut-intact",85,"3D-CNN","iauc",0.7103194498201415
"Temporal validation cohort","IDHmut-intact",86,"3D-CNN","iauc",0.5959470759632797
"Temporal validation cohort","IDHmut-intact",87,"3D-CNN","iauc",0.6237954599860046
"Temporal validation cohort","IDHmut-intact",88,"3D-CNN","iauc",0.7416592198663639
"Temporal validation cohort","IDHmut-intact",89,"3D-CNN","iauc",0.7562121204280722
"Temporal validation cohort","IDHmut-intact",90,"3D-CNN","iauc",0.7349655861357814
"Temporal validation cohort","IDHmut-intact",91,"3D-CNN","iauc",0.7383581673095828
"Temporal validation cohort","IDHmut-intact",92,"3D-CNN","iauc",0.582044794778404
"Temporal validation cohort","IDHmut-intact",93,"3D-CNN","iauc",0.5933528807882292
"Temporal validation cohort","IDHmut-intact",94,"3D-CNN","iauc",0.5321081556844337
"Temporal validation cohort","IDHmut-intact",95,"3D-CNN","iauc",0.6813703564234973
"Temporal validation cohort","IDHmut-intact",96,"3D-CNN","iauc",0.5230322752796062
"Temporal validation cohort","IDHmut-intact",97,"3D-CNN","iauc",0.6611932040097853
"Temporal validation cohort","IDHmut-intact",98,"3D-CNN","iauc",0.7167914655394981
"Temporal validation cohort","IDHmut-intact",99,"3D-CNN","iauc",0.6937635518933132
"Temporal validation cohort","IDHmut-intact",100,"3D-CNN","iauc",0.5906384890927728
"Temporal validation cohort","IDHmut-intact",1,"Clinicoradiologic","iauc",0.6644892242237108
"Temporal validation cohort","IDHmut-intact",2,"Clinicoradiologic","iauc",0.6708542956530779
"Temporal validation cohort","IDHmut-intact",3,"Clinicoradiologic","iauc",0.6006969174574225
"Temporal validation cohort","IDHmut-intact",4,"Clinicoradiologic","iauc",0.8187240560465817
"Temporal validation cohort","IDHmut-intact",5,"Clinicoradiologic","iauc",0.6567506255483143
"Temporal validation cohort","IDHmut-intact",6,"Clinicoradiologic","iauc",0.5512171846056882
"Temporal validation cohort","IDHmut-intact",7,"Clinicoradiologic","iauc",0.6592030278694397
"Temporal validation cohort","IDHmut-intact",8,"Clinicoradiologic","iauc",0.6057983140243142
"Temporal validation cohort","IDHmut-intact",9,"Clinicoradiologic","iauc",0.6498862092536777
"Temporal validation cohort","IDHmut-intact",10,"Clinicoradiologic","iauc",0.7892714384391066
"Temporal validation cohort","IDHmut-intact",11,"Clinicoradiologic","iauc",0.6573891492645039
"Temporal validation cohort","IDHmut-intact",12,"Clinicoradiologic","iauc",0.7396680258066571
"Temporal validation cohort","IDHmut-intact",13,"Clinicoradiologic","iauc",0.5897759665581865
"Temporal validation cohort","IDHmut-intact",14,"Clinicoradiologic","iauc",0.5849243782633802
"Temporal validation cohort","IDHmut-intact",15,"Clinicoradiologic","iauc",0.6537923237045316
"Temporal validation cohort","IDHmut-intact",16,"Clinicoradiologic","iauc",0.5201109556542974
"Temporal validation cohort","IDHmut-intact",17,"Clinicoradiologic","iauc",0.6503833612300851
"Temporal validation cohort","IDHmut-intact",18,"Clinicoradiologic","iauc",0.593410613462287
"Temporal validation cohort","IDHmut-intact",19,"Clinicoradiologic","iauc",0.6228484490738003
"Temporal validation cohort","IDHmut-intact",20,"Clinicoradiologic","iauc",0.6803729922212365
"Temporal validation cohort","IDHmut-intact",21,"Clinicoradiologic","iauc",0.6623626096628524
"Temporal validation cohort","IDHmut-intact",22,"Clinicoradiologic","iauc",0.7118691470126776
"Temporal validation cohort","IDHmut-intact",23,"Clinicoradiologic","iauc",0.6309424290471626
"Temporal validation cohort","IDHmut-intact",24,"Clinicoradiologic","iauc",0.5815420242110921
"Temporal validation cohort","IDHmut-intact",25,"Clinicoradiologic","iauc",0.6279750348157243
"Temporal validation cohort","IDHmut-intact",26,"Clinicoradiologic","iauc",0.6362359087285012
"Temporal validation cohort","IDHmut-intact",27,"Clinicoradiologic","iauc",0.7947143034446521
"Temporal validation cohort","IDHmut-intact",28,"Clinicoradiologic","iauc",0.6496715754495213
"Temporal validation cohort","IDHmut-intact",29,"Clinicoradiologic","iauc",0.6599244952170272
"Temporal validation cohort","IDHmut-intact",30,"Clinicoradiologic","iauc",0.5122878344966246
"Temporal validation cohort","IDHmut-intact",31,"Clinicoradiologic","iauc",0.6124893150412998
"Temporal validation cohort","IDHmut-intact",32,"Clinicoradiologic","iauc",0.6951323007930988
"Temporal validation cohort","IDHmut-intact",33,"Clinicoradiologic","iauc",0.6688547584948638
"Temporal validation cohort","IDHmut-intact",34,"Clinicoradiologic","iauc",0.6098904179071418
"Temporal validation cohort","IDHmut-intact",35,"Clinicoradiologic","iauc",0.6341994882818308
"Temporal validation cohort","IDHmut-intact",36,"Clinicoradiologic","iauc",0.6407273497864946
"Temporal validation cohort","IDHmut-intact",37,"Clinicoradiologic","iauc",0.6343257219616617
"Temporal validation cohort","IDHmut-intact",38,"Clinicoradiologic","iauc",0.6702607267924728
"Temporal validation cohort","IDHmut-intact",39,"Clinicoradiologic","iauc",0.660461175804477
"Temporal validation cohort","IDHmut-intact",40,"Clinicoradiologic","iauc",0.5948774120903022
"Temporal validation cohort","IDHmut-intact",41,"Clinicoradiologic","iauc",0.5708441493818533
"Temporal validation cohort","IDHmut-intact",42,"Clinicoradiologic","iauc",0.6138958520738754
"Temporal validation cohort","IDHmut-intact",43,"Clinicoradiologic","iauc",0.7436266911218238
"Temporal validation cohort","IDHmut-intact",44,"Clinicoradiologic","iauc",0.6325027722722358
"Temporal validation cohort","IDHmut-intact",45,"Clinicoradiologic","iauc",0.6266567835947311
"Temporal validation cohort","IDHmut-intact",46,"Clinicoradiologic","iauc",0.6536007951089329
"Temporal validation cohort","IDHmut-intact",47,"Clinicoradiologic","iauc",0.64807676151551
"Temporal validation cohort","IDHmut-intact",48,"Clinicoradiologic","iauc",0.6373703341066389
"Temporal validation cohort","IDHmut-intact",49,"Clinicoradiologic","iauc",0.7119705521319
"Temporal validation cohort","IDHmut-intact",50,"Clinicoradiologic","iauc",0.6695503498813389
"Temporal validation cohort","IDHmut-intact",51,"Clinicoradiologic","iauc",0.5186224474468047
"Temporal validation cohort","IDHmut-intact",52,"Clinicoradiologic","iauc",0.6004335984071908
"Temporal validation cohort","IDHmut-intact",53,"Clinicoradiologic","iauc",0.6010742249774653
"Temporal validation cohort","IDHmut-intact",54,"Clinicoradiologic","iauc",0.6731794197509093
"Temporal validation cohort","IDHmut-intact",55,"Clinicoradiologic","iauc",0.6800609574951061
"Temporal validation cohort","IDHmut-intact",56,"Clinicoradiologic","iauc",0.5879569244808761
"Temporal validation cohort","IDHmut-intact",57,"Clinicoradiologic","iauc",0.6189825437298866
"Temporal validation cohort","IDHmut-intact",58,"Clinicoradiologic","iauc",0.5850051415993792
"Temporal validation cohort","IDHmut-intact",59,"Clinicoradiologic","iauc",0.7123126921814779
"Temporal validation cohort","IDHmut-intact",60,"Clinicoradiologic","iauc",0.6699992476907718
"Temporal validation cohort","IDHmut-intact",61,"Clinicoradiologic","iauc",0.6085505916469784
"Temporal validation cohort","IDHmut-intact",62,"Clinicoradiologic","iauc",0.709520533292872
"Temporal validation cohort","IDHmut-intact",63,"Clinicoradiologic","iauc",0.6547642486259907
"Temporal validation cohort","IDHmut-intact",64,"Clinicoradiologic","iauc",0.5769302666743069
"Temporal validation cohort","IDHmut-intact",65,"Clinicoradiologic","iauc",0.6938646488049204
