"cohort","subtype","comparison","metric","difference","ci_low","ci_high","p_value","p_formatted"
"GBM multi-omics subset","GBM","3D-ViT vs Clinicoradiologic","ibs",-0.027631367582968858,-0.05979610601046114,-0.0028119694040629134,0.05464639570475932,"0.055"
"GBM multi-omics subset","GBM","CR-ViT vs Clinicoradiologic","cindex",0.10623673304356618,0.05975779356274201,0.14263962250478612,1.0517506643230325e-5,"<0.001"
"GBM multi-omics subset","GBM","CR-ViT vs Clinicoradiologic","iauc",0.15143323335644776,0.09733774348670504,0.21202308481164045,2.6739780884810845e-6,"<0.001"
"GBM multi-omics subset","GBM","CR-ViT vs Clinicoradiologic","ibs",-0.044741230660773734,-0.07264200182930192,-0.01914909498088189,0.00117646676926749,"0.001"
"GBM multi-omics subset","GBM","3D-ViT vs 3D-CNN","cindex",0.0529667441625391,0.01636794362242667,0.08833534556201142,0.003380420112873926,"0.003"
"GBM multi-omics subset","GBM","3D-ViT vs 3D-CNN","iauc",0.08153085725677744,0.02016440201162987,0.15469740488254452,0.013665876817569594,"0.014"
"GBM multi-omics subset","GBM","3D-ViT vs 3D-CNN","ibs",-0.01951304438137144,-0.0329331964890238,-0.009071474867926393,0.0013483481633171542,"0.001"
"GBM multi-omics subset","GBM","CR-ViT vs 3D-CNN","cindex",0.08915394723541892,0.04241878581667218,0.12907476045863164,2.2942271916019877e-5,"<0.001"
"GBM multi-omics subset","GBM","CR-ViT vs 3D-CNN","iauc",0.13049448129029062,0.06439459446905467,0.21418533689489316,0.002291723473359995,"0.002"
"GBM multi-omics subset","GBM","CR-ViT vs 3D-CNN","ibs",-0.03662290745917632,-0.057330879528532004,-0.02066211670842656,1.8253537612715178e-4,"<0.001"
"GBM multi-omics subset","GBM","CR-ViT vs 3D-ViT","cindex",0.036187203072879814,0.0042395417831787244,0.06942465836709247,0.032225839295924714,"0.032"
"GBM multi-omics subset","GBM","CR-ViT vs 3D-ViT","iauc",0.048963624033513176,0.01291751832139813,0.09151034293222156,0.02003653632059774,"0.020"
"GBM multi-omics subset","GBM","CR-ViT vs 3D-ViT","ibs",-0.017109863077804877,-0.032045197345731996,-0.006359613937009171,0.009006257527407016,"0.009"
